Country,Year,Below $1 a day (Number),Below $2.15 a day  (Number),Below $3.65 a day (Number),Below $6.85 a day (Number),Below $10 a day (Number),Below $20 a day (Number),Below $30 a day (Number),Below $40 a day (Number),Below $1 a day (%Share),Below $2.15 a day (%Share),Below $3.65 a day (%Share),Below $6.85 a day (%Share),Below $10 a day (%Share),Below $20 a day (%Share),Below $30 a day (%Share),Below $40 a day (%Share)
Laos,1992,47591,1066618,2812147,4056897,4310694,4480799,4493003,4497244,1.06,23.70,62.49,90.15,95.79,99.57,99.84,99.93
Laos,1997,193300,2181503,3974047,4779871,4944839,5030587,5042770,5048798,3.83,43.20,78.69,94.65,97.91,99.61,99.85,99.97
Laos,2002,43807,1393630,3589108,5047680,5331672,5466597,5487486,5489106,0.80,25.37,65.34,91.89,97.06,99.51,99.90,99.92
Laos,2007,57106,1162032,3476219,5248220,5649324,5893146,5929619,5938848,0.96,19.55,58.47,88.28,95.03,99.13,99.74,99.90
Laos,2012,11872,701876,2609696,5077777,5833193,6338273,6411370,6432320,0.18,10.89,40.49,78.79,90.51,98.35,99.49,99.81
Laos,2018,11155,504075,2292620,4979362,6055459,6834955,6984066,7022663,0.16,7.14,32.47,70.51,85.75,96.79,98.90,99.45
Latin America and the Caribbean,1990,25179956,73159629,136999193,242361048,304195926,383667449,409071642,420650637,5.75,16.72,31.31,55.39,69.52,87.68,93.49,96.13
Latin America and the Caribbean,1991,24462319,70212050,134551666,243556764,308790148,391422519,417670904,429135494,5.49,15.76,30.19,54.65,69.29,87.83,93.72,96.29
Latin America and the Caribbean,1992,25728588,71894971,137944957,250609845,317174280,400507915,426857320,438336618,5.67,15.85,30.41,55.24,69.91,88.28,94.09,96.62
Latin America and the Caribbean,1993,25672151,72117970,140597840,254955968,320505561,403411982,430388353,442599918,5.56,15.62,30.45,55.22,69.42,87.38,93.22,95.87
Latin America and the Caribbean,1994,23881062,67734862,134358877,248959703,318188916,406415977,435265543,447971402,5.08,14.42,28.61,53.01,67.75,86.54,92.68,95.39
Latin America and the Caribbean,1995,23624966,68975115,138220170,254685658,323742287,413393546,442111267,454855147,4.95,14.44,28.94,53.33,67.79,86.56,92.58,95.24
Latin America and the Caribbean,1996,29048449,78599890,148845361,264564035,331817614,420847312,450010014,462978469,5.98,16.19,30.66,54.50,68.35,86.69,92.70,95.37
Latin America and the Caribbean,1997,27445228,75719010,144227965,261818559,331571563,424775909,455724486,469812879,5.56,15.35,29.24,53.08,67.22,86.11,92.38,95.24
Latin America and the Caribbean,1998,25608841,72752688,140855034,260675794,333038367,429446945,461884325,476594556,5.11,14.52,28.11,52.02,66.47,85.71,92.18,95.12
Latin America and the Caribbean,1999,26068580,74610652,145268415,268696700,343577537,438991770,470355303,484729705,5.12,14.67,28.56,52.82,67.54,86.29,92.46,95.28
Latin America and the Caribbean,2000,24601742,69829625,137943185,261169087,338321586,441564012,474340158,489892019,4.77,13.53,26.72,50.59,65.54,85.53,91.88,94.90
Latin America and the Caribbean,2001,23716989,69316873,138562252,262165608,341613978,446762372,481256456,496708829,4.53,13.24,26.46,50.07,65.24,85.32,91.91,94.86
Latin America and the Caribbean,2002,20207482,66022015,138456217,265219732,348026756,455257155,490110942,504539451,3.81,12.44,26.08,49.96,65.56,85.77,92.33,95.05
Latin America and the Caribbean,2003,20113137,65237721,136643040,267026865,349996272,459704239,495475804,511338010,3.74,12.13,25.40,49.64,65.07,85.46,92.12,95.06
Latin America and the Caribbean,2004,17856413,60181526,129380411,260959808,346646591,462314781,500307090,517655118,3.28,11.05,23.75,47.89,63.62,84.85,91.82,95.01
Latin America and the Caribbean,2005,18036494,57659473,121971298,249960256,337216487,461904091,503473719,521634041,3.27,10.45,22.11,45.30,61.12,83.71,91.25,94.54
Latin America and the Caribbean,2006,14606002,47589109,106234062,230942479,322161865,457301505,503801642,524498900,2.61,8.52,19.02,41.34,57.67,81.87,90.19,93.90
Latin America and the Caribbean,2007,15048948,45957291,101221639,223257473,314694431,457303943,507060200,529006305,2.66,8.13,17.90,39.49,55.66,80.89,89.69,93.57
Latin America and the Caribbean,2008,13581194,43204797,96466955,215885816,308545264,457475136,510280899,533564509,2.37,7.55,16.86,37.74,53.94,79.97,89.20,93.27
Latin America and the Caribbean,2009,12452575,41162933,93468800,215886756,310813872,462425856,516218224,539881240,2.15,7.11,16.15,37.30,53.71,79.91,89.20,93.29
Latin America and the Caribbean,2010,11811248,37724349,86515585,206927608,304128942,462186544,519171903,544264153,2.02,6.45,14.78,35.36,51.97,78.98,88.71,93.00
Latin America and the Caribbean,2011,11214477,35307145,80887995,198328069,295641108,460059874,520434334,547511117,1.89,5.97,13.67,33.51,49.95,77.73,87.93,92.51
Latin America and the Caribbean,2012,7345448,30306586,75871967,191821694,288776334,458062061,521230794,550656699,1.23,5.06,12.68,32.05,48.25,76.54,87.10,92.01
Latin America and the Caribbean,2013,6113931,27414889,71674503,187601607,286209313,458067154,523884148,554578952,1.01,4.53,11.85,31.01,47.31,75.72,86.59,91.67
Latin America and the Caribbean,2014,5552076,26117037,69146436,185886849,286884220,462148739,530242510,561064116,0.91,4.27,11.31,30.40,46.92,75.58,86.72,91.76
Latin America and the Caribbean,2015,4933185,25843037,67992950,183167443,283800413,463143176,533425813,565175377,0.80,4.18,11.01,29.65,45.94,74.97,86.34,91.48
Latin America and the Caribbean,2016,5944047,27491608,69955852,183748177,284731806,466675238,537995268,570251185,0.95,4.41,11.21,29.45,45.63,74.78,86.21,91.38
Latin America and the Caribbean,2017,5953299,27589494,68799360,181726795,282648057,468274334,541756863,575569050,0.94,4.38,10.92,28.84,44.85,74.31,85.97,91.33
Latin America and the Caribbean,2018,5948430,27265804,67848722,180094251,281630831,470422478,546031033,581006135,0.93,4.29,10.66,28.31,44.27,73.94,85.82,91.32
Latin America and the Caribbean,2019,6267067,27757316,67915236,179971137,281441285,473634520,550619504,586517143,0.98,4.32,10.58,28.03,43.83,73.76,85.74,91.33
Latvia,1993,0,413,99113,1027830,1811387,2471330,2558037,2563264,0.00,0.02,3.87,40.10,70.67,96.41,99.80,100.00
Latvia,1995,0,760,156856,722679,1460253,2329597,2434536,2461319,0.00,0.03,6.31,29.08,58.76,93.74,97.97,99.04
Latvia,1996,0,43384,190761,754512,1509447,2325032,2413984,2436340,0.00,1.77,7.76,30.71,61.43,94.62,98.24,99.15
Latvia,1997,5053,53452,222566,919067,1526903,2251757,2380188,2409741,0.21,2.20,9.15,37.78,62.76,92.56,97.84,99.05
Latvia,1998,3951,42330,192813,831763,1491583,2241641,2350170,2385972,0.16,1.76,8.00,34.51,61.89,93.01,97.52,99.00
Latvia,2002,3489,16568,84322,469949,987430,1941743,2180882,2246919,0.15,0.72,3.65,20.34,42.74,84.05,94.40,97.26
Latvia,2003,347,13830,77337,350961,835763,1780605,2069033,2191214,0.02,0.60,3.38,15.34,36.53,77.83,90.43,95.77
Latvia,2004,459,6437,54229,353283,748319,1761686,2079046,2175233,0.02,0.28,2.40,15.61,33.07,77.84,91.87,96.12
Latvia,2005,25841,52881,115817,386476,837574,1730188,2029456,2131817,1.15,2.36,5.17,17.26,37.41,77.28,90.65,95.22
Latvia,2006,16567,34458,60513,208184,509319,1472382,1889595,2079623,0.75,1.55,2.73,9.38,22.96,66.37,85.18,93.75
Latvia,2007,0,469,18250,148595,378129,1302811,1759259,1986517,0.00,0.02,0.83,6.75,17.19,59.21,79.95,90.28
Latvia,2008,0,591,17771,151656,389446,1245180,1754866,1953696,0.00,0.03,0.82,6.97,17.89,57.19,80.60,89.73
Latvia,2009,0,7601,32513,243406,568684,1478490,1880680,2017915,0.00,0.35,1.52,11.37,26.55,69.03,87.81,94.22
Latvia,2010,13556,36344,80421,248771,507474,1406121,1812549,1961813,0.65,1.73,3.83,11.86,24.19,67.04,86.41,93.53
Latvia,2011,7965,21186,63188,231327,480397,1391292,1767932,1911999,0.39,1.03,3.07,11.23,23.32,67.55,85.83,92.83
Latvia,2012,9522,21720,56152,211521,439265,1323792,1713376,1884625,0.47,1.07,2.76,10.40,21.59,65.07,84.22,92.64
Latvia,2013,11435,23455,50134,162726,350446,1187257,1614371,1807088,0.57,1.17,2.49,8.09,17.41,58.99,80.21,89.79
Latvia,2014,6894,15778,38803,142037,285693,1056163,1523224,1748973,0.35,0.79,1.95,7.12,14.33,52.97,76.40,87.72
Latvia,2015,6748,12860,32515,96404,211287,933694,1432164,1697354,0.34,0.65,1.64,4.87,10.68,47.22,72.42,85.83
Latvia,2016,5134,12677,28870,90018,195821,867017,1354709,1630672,0.26,0.65,1.47,4.59,9.99,44.25,69.13,83.22
Latvia,2017,4617,15484,29859,88285,184426,781094,1253387,1558229,0.24,0.80,1.54,4.55,9.50,40.22,64.53,80.23
Latvia,2018,2804,6938,18197,58531,137380,647322,1160592,1470854,0.15,0.36,0.94,3.04,7.13,33.59,60.22,76.32
Latvia,2019,3985,4576,15449,50364,119770,571409,1096685,1433105,0.21,0.24,0.81,2.63,6.26,29.86,57.30,74.88
Lebanon,2011,0,0,3180,87514,267645,1649342,3130351,4067007,0.00,0.00,0.06,1.68,5.15,31.71,60.18,78.18
Lesotho,1986,420511,844512,1144039,1389793,1470290,1536115,1550129,1555258,26.93,54.08,73.26,88.99,94.15,98.36,99.26,99.59
Lesotho,1994,607049,1000397,1269828,1542281,1662806,1799991,1837513,1848791,32.61,53.75,68.22,82.86,89.33,96.70,98.72,99.33
Lesotho,2002,728505,1346572,1709312,1930549,1988963,2023052,2026916,2029062,35.89,66.34,84.21,95.11,97.99,99.67,99.86,99.96
Lesotho,2017,163218,677655,1143022,1693854,1907756,2057210,2082019,2086926,7.80,32.40,54.65,80.99,91.21,98.36,99.55,99.78
Liberia,2007,478297,1846853,2867860,3339675,3420610,3458608,3460264,3461064,13.82,53.35,82.84,96.47,98.81,99.90,99.95,99.98
Liberia,2014,80392,1130454,2641373,3938048,4213649,4346831,4358670,4359457,1.84,25.93,60.59,90.33,96.65,99.71,99.98,100.00
Liberia,2016,121495,1266768,2778929,4078560,4414984,4574516,4582433,4583336,2.65,27.62,60.59,88.92,96.25,99.73,99.91,99.92
Lithuania,1993,0,243677,1121672,2813738,3355966,3626353,3660806,3671187,0.00,6.62,30.46,76.41,91.13,98.47,99.41,99.69
Lithuania,1996,0,0,175197,949661,1878898,3259163,3489154,3551863,0.00,0.00,4.86,26.37,52.17,90.49,96.88,98.62
Lithuania,1998,278,11450,114707,815179,1704688,3126046,3426563,3502383,0.01,0.32,3.23,22.97,48.03,88.07,96.54,98.68
Lithuania,1999,0,10330,145254,799757,1712264,3143530,3410185,3474181,0.00,0.29,4.12,22.69,48.59,89.20,96.76,98.58
Lithuania,2000,0,8582,166861,934416,1834377,3163871,3404621,3465375,0.00,0.25,4.77,26.70,52.42,90.41,97.29,99.02
Lithuania,2001,2947,20080,168500,937136,1849098,3141241,3377633,3434618,0.08,0.58,4.85,27.00,53.28,90.50,97.32,98.96
Lithuania,2002,0,17346,157890,936279,1827685,3122870,3345956,3407178,0.00,0.50,4.59,27.19,53.08,90.70,97.18,98.96
Lithuania,2003,0,6649,63062,530306,1210190,2674805,3124437,3269770,0.00,0.19,1.85,15.53,35.44,78.32,91.49,95.74
Lithuania,2004,0,3123,69769,488111,1092697,2566917,3060900,3244099,0.00,0.09,2.07,14.45,32.36,76.01,90.64,96.06
Lithuania,2005,24657,59198,145803,496436,940418,2542377,2990309,3169536,0.74,1.78,4.39,14.94,28.30,76.52,90.00,95.40
Lithuania,2006,14554,49801,93991,283487,555947,2060133,2757786,3014671,0.45,1.52,2.87,8.67,17.00,63.00,84.34,92.19
Lithuania,2007,22977,43285,61498,196515,435350,1648295,2486180,2852808,0.71,1.34,1.90,6.08,13.47,51.01,76.94,88.29
Lithuania,2008,0,4778,36901,244183,686930,2000080,2645311,2937189,0.00,0.15,1.15,7.63,21.48,62.54,82.71,91.84
Lithuania,2009,31052,70952,135582,323019,652387,1852248,2541294,2857712,0.98,2.24,4.29,10.21,20.63,58.56,80.35,90.35
Lithuania,2010,30549,47523,98081,322631,676190,1940957,2640380,2918251,0.99,1.53,3.17,10.42,21.83,62.67,85.25,94.22
Lithuania,2011,13552,21214,48370,212133,505606,1731636,2481589,2807463,0.45,0.70,1.60,7.01,16.70,57.19,81.95,92.71
Lithuania,2012,18919,28318,60071,208473,495650,1610722,2370158,2688501,0.63,0.95,2.01,6.98,16.59,53.91,79.33,89.98
Lithuania,2013,13320,20852,59307,170768,436737,1560906,2277935,2610248,0.45,0.71,2.01,5.77,14.77,52.77,77.02,88.25
Lithuania,2014,17067,37007,77950,185086,416380,1419331,2130678,2528739,0.58,1.26,2.66,6.31,14.20,48.40,72.66,86.24
Lithuania,2015,14202,20911,41768,138215,354944,1212016,1981148,2364497,0.49,0.72,1.44,4.76,12.22,41.72,68.20,81.40
Lithuania,2016,18120,36441,63035,139194,288481,1090410,1864403,2288610,0.63,1.27,2.20,4.85,10.06,38.02,65.00,79.79
Lithuania,2017,22935,28921,43166,124742,229037,953286,1704362,2127263,0.81,1.02,1.53,4.41,8.10,33.70,60.26,75.21
Lithuania,2018,11722,25915,37533,80685,175268,757112,1511770,2022342,0.42,0.93,1.34,2.88,6.26,27.02,53.96,72.19
Lithuania,2019,9227,15310,19240,45693,108333,611993,1350340,1891065,0.33,0.55,0.69,1.64,3.88,21.90,48.33,67.68
Luxembourg,1985,0,0,865,865,1729,38345,134739,224603,0.00,0.00,0.24,0.24,0.47,10.46,36.74,61.25
Luxembourg,1991,0,0,0,0,0,5155,51065,115874,0.00,0.00,0.00,0.00,0.00,1.33,13.20,29.94
Luxembourg,1994,0,0,0,0,849,3736,39323,105586,0.00,0.00,0.00,0.00,0.21,0.93,9.76,26.20
Luxembourg,1997,0,0,0,689,689,11180,53362,103791,0.00,0.00,0.00,0.16,0.16,2.67,12.72,24.74
Luxembourg,2000,0,0,0,0,0,5354,41242,91612,0.00,0.00,0.00,0.00,0.00,1.23,9.45,21.00
Luxembourg,2003,303,324,357,2315,2760,7604,36008,80824,0.07,0.07,0.08,0.51,0.61,1.68,7.97,17.90
Luxembourg,2004,10,83,96,302,1256,6083,31023,76213,0.00,0.02,0.02,0.07,0.27,1.33,6.77,16.64
Luxembourg,2005,69,161,422,667,1046,6094,32740,73397,0.01,0.03,0.09,0.14,0.22,1.31,7.04,15.78
Luxembourg,2006,0,0,18,207,765,4453,33242,77524,0.00,0.00,0.00,0.04,0.16,0.94,7.03,16.40
Luxembourg,2007,7,105,105,132,308,4417,29909,74858,0.00,0.02,0.02,0.03,0.06,0.92,6.23,15.60
Luxembourg,2008,0,0,0,548,1717,7003,39194,87362,0.00,0.00,0.00,0.11,0.35,1.43,8.02,17.88
Luxembourg,2009,220,220,340,1115,1574,5071,34577,90638,0.04,0.04,0.07,0.22,0.32,1.02,6.95,18.21
Luxembourg,2010,0,0,187,1295,1525,7706,33401,89171,0.00,0.00,0.04,0.26,0.30,1.52,6.59,17.59
Luxembourg,2011,170,609,718,1087,1211,6240,45715,105660,0.03,0.12,0.14,0.21,0.23,1.20,8.82,20.38
Luxembourg,2012,158,232,319,1767,1943,8127,51746,119095,0.03,0.04,0.06,0.33,0.37,1.53,9.75,22.43
Luxembourg,2013,362,484,663,1383,1575,9902,48729,107954,0.07,0.09,0.12,0.25,0.29,1.82,8.97,19.87
Luxembourg,2014,718,778,1104,1592,2052,8663,44138,97256,0.13,0.14,0.20,0.29,0.37,1.56,7.93,17.48
Luxembourg,2015,1049,1710,2047,3843,5216,18641,64523,124050,0.18,0.30,0.36,0.67,0.92,3.27,11.33,21.78
Luxembourg,2016,387,682,772,2840,6035,12815,45356,105505,0.07,0.12,0.13,0.49,1.04,2.20,7.79,18.13
Luxembourg,2017,1056,1688,2279,5272,9360,23987,64407,128323,0.18,0.28,0.38,0.88,1.57,4.02,10.80,21.52
Luxembourg,2018,562,1732,2301,4069,6282,21784,64162,119122,0.09,0.28,0.38,0.67,1.03,3.58,10.55,19.59
Luxembourg,2019,627,627,747,1595,2454,13541,53669,115749,0.10,0.10,0.12,0.26,0.40,2.18,8.66,18.67
Madagascar,1980,1371424,4244832,6436100,7972114,8365924,8631567,8679614,8696141,15.73,48.70,73.84,91.46,95.98,99.03,99.58,99.77
Madagascar,1993,3618299,9284871,11377736,12356509,12531923,12626187,12637094,12642966,28.55,73.25,89.76,97.48,98.87,99.61,99.70,99.74
Madagascar,1997,3919994,9953154,12764958,14058582,14243214,14329284,14342182,14344670,27.32,69.37,88.97,97.98,99.27,99.87,99.96,99.98
Madagascar,1999,3955125,10219036,13460685,14940390,15190402,15277626,15282202,15282524,25.88,66.87,88.08,97.76,99.40,99.97,100.00,100.00
Madagascar,2001,5925355,11544676,14009965,15599581,15981811,16236648,16254411,16260044,36.44,71.00,86.16,95.93,98.28,99.85,99.96,99.99
Madagascar,2005,4937765,13609765,16573922,17966440,18167815,18298025,18317668,18329696,26.93,74.22,90.39,97.98,99.08,99.79,99.90,99.96
Madagascar,2010,8292340,16954040,19536230,20739890,20989314,21127213,21140287,21142102,39.20,80.15,92.36,98.05,99.23,99.88,99.95,99.95
Madagascar,2012,9648321,18040456,20650886,21939288,22215042,22332029,22345271,22346641,43.18,80.73,92.41,98.18,99.41,99.93,99.99,100.00
Malawi,1997,1253804,6000330,8469726,9627050,9942462,10157193,10205703,10220838,12.21,58.45,82.51,93.79,96.86,98.95,99.42,99.57
Malawi,2004,2594111,8471609,10926395,11955140,12128334,12252113,12287795,12298820,21.09,68.86,88.82,97.18,98.59,99.60,99.89,99.98
Malawi,2010,3962165,9948220,12691689,13987157,14258455,14459591,14503078,14522513,27.25,68.42,87.29,96.20,98.07,99.45,99.75,99.88
Malawi,2016,3145881,11309997,15014180,16662782,16960740,17155770,17186443,17191712,18.28,65.74,87.27,96.85,98.58,99.71,99.89,99.92
Malawi,2019,4311687,13051413,16590759,18124871,18463667,18612412,18620973,18625265,23.15,70.06,89.06,97.30,99.11,99.91,99.96,99.98
Malaysia,1984,26550,546642,2259884,5960783,8704936,12871864,14098604,14571071,0.17,3.60,14.88,39.24,57.30,84.73,92.80,95.91
Malaysia,1987,6693,473500,2441548,6627786,9692862,14111983,15394732,15884835,0.04,2.87,14.78,40.11,58.67,85.41,93.18,96.14
Malaysia,1989,7101,393252,2423483,7002590,10355088,15087419,16407288,16900563,0.04,2.24,13.83,39.95,59.07,86.07,93.60,96.42
Malaysia,1992,0,386887,2613316,7042432,10401760,15658766,17370810,18063883,0.00,2.04,13.75,37.06,54.74,82.40,91.41,95.06
Malaysia,1995,0,507135,2742518,7374454,10941976,16699446,18623596,19408394,0.00,2.48,13.39,35.99,53.41,81.51,90.90,94.73
Malaysia,1997,0,154792,1891681,5952508,9418896,16005052,18656338,19831908,0.00,0.72,8.77,27.61,43.68,74.23,86.52,91.97
Malaysia,2003,15929,388081,2036414,6870223,11064302,18563746,21619919,23006107,0.06,1.57,8.24,27.82,44.80,75.16,87.53,93.15
Malaysia,2006,12937,201791,1275346,5863807,10266229,18755972,22384130,24096847,0.05,0.77,4.87,22.38,39.18,71.58,85.43,91.97
Malaysia,2008,6524,189719,1447775,6013678,10392383,18931347,22898978,24774737,0.02,0.70,5.32,22.08,38.16,69.51,84.08,90.96
Malaysia,2011,307,40090,528415,3695611,7709089,17251854,22181051,24849050,0.00,0.14,1.84,12.90,26.91,60.21,77.42,86.73
Malaysia,2013,842,10013,171600,1930878,5077050,15361564,21405317,24730735,0.00,0.03,0.58,6.55,17.23,52.13,72.64,83.92
Malaysia,2015,0,5763,118447,1458547,4126851,13882615,20286266,24173517,0.00,0.02,0.39,4.82,13.63,45.86,67.02,79.86
Maldives,2002,716,19440,82094,209852,253695,287417,291898,293021,0.24,6.61,27.91,71.33,86.24,97.70,99.22,99.60
Maldives,2009,55,13333,63696,178454,259044,336762,345820,349172,0.02,3.77,18.02,50.50,73.30,95.29,97.86,98.81
Maldives,2016,0,0,1213,26060,79529,312452,414300,448870,0.00,0.00,0.26,5.48,16.73,65.71,87.13,94.40
Maldives,2019,0,0,0,20627,90879,360901,462568,502295,0.00,0.00,0.00,3.88,17.12,67.97,87.12,94.60
Mali,1994,5447600,7887585,8714293,9149769,9254612,9318792,9328886,9330976,58.36,84.50,93.35,98.02,99.14,99.83,99.94,99.96
Mali,2001,1700571,6441974,9007409,10776211,11095090,11243994,11262799,11271352,15.09,57.15,79.91,95.60,98.43,99.76,99.92,100.00
Mali,2006,1434758,6558931,10196035,12376875,12886572,13170144,13200079,13202520,10.87,49.68,77.22,93.74,97.60,99.75,99.98,99.99
Mali,2009,838781,7024186,11470161,13989418,14428270,14580837,14581407,14581407,5.75,48.17,78.66,95.94,98.95,100.00,100.00,100.00
Mali,2018,50161,2821875,9058909,15355193,17469948,18847629,19014703,19070627,0.26,14.79,47.48,80.49,91.57,98.79,99.67,99.96
Malta,2006,403,2075,2390,3352,9119,81893,191856,285348,0.10,0.51,0.59,0.83,2.25,20.21,47.34,70.40
Malta,2007,874,1669,2665,4579,9379,70215,170681,259980,0.21,0.41,0.66,1.13,2.31,17.26,41.96,63.92
Malta,2008,266,446,977,2413,4094,68113,165158,257834,0.07,0.11,0.24,0.59,1.00,16.64,40.34,62.98
Malta,2009,897,1775,2215,4127,7403,72027,176323,269415,0.22,0.43,0.54,1.00,1.79,17.46,42.75,65.32
Malta,2010,545,909,1104,1919,5246,66211,170143,262470,0.13,0.22,0.27,0.46,1.27,15.97,41.05,63.32
Malta,2011,683,773,1586,2344,3944,65142,160443,258695,0.16,0.19,0.38,0.56,0.95,15.65,38.54,62.15
Malta,2012,109,494,1153,1844,4246,60074,150293,251121,0.03,0.12,0.27,0.44,1.01,14.30,35.78,59.79
Malta,2013,0,126,126,824,3246,49124,136156,236091,0.00,0.03,0.03,0.19,0.76,11.53,31.96,55.42
Malta,2014,0,0,111,617,2661,41521,124373,218096,0.00,0.00,0.03,0.14,0.61,9.55,28.62,50.19
Malta,2015,376,376,426,1286,2816,41846,127520,226772,0.08,0.08,0.10,0.29,0.63,9.40,28.65,50.95
Malta,2016,344,419,828,1359,2378,36841,112210,204576,0.08,0.09,0.18,0.30,0.52,8.09,24.64,44.93
Malta,2017,453,748,1008,1457,3390,36507,113932,207539,0.10,0.16,0.22,0.31,0.72,7.80,24.34,44.35
Malta,2018,172,501,1117,1372,2651,33609,110739,200648,0.04,0.10,0.23,0.28,0.55,6.93,22.85,41.40
Malta,2019,782,1536,2238,3439,5903,32547,96540,194169,0.16,0.30,0.44,0.68,1.17,6.46,19.15,38.52
Marshall Islands,2019,0,502,3593,18443,33510,51606,56351,57848,0.00,0.85,6.11,31.37,57.00,87.78,95.85,98.40
Mauritania,1987,294840,777736,1269333,1687940,1797895,1868489,1879737,1879737,15.69,41.37,67.53,89.80,95.65,99.40,100.00,100.00
Mauritania,1993,173556,942032,1568699,2005057,2118239,2192618,2198516,2198516,7.89,42.85,71.35,91.20,96.35,99.73,100.00,100.00
Mauritania,1995,90022,505113,1198248,1943495,2150299,2292724,2308213,2312213,3.89,21.83,51.79,84.00,92.94,99.10,99.77,99.94
Mauritania,2000,59581,565181,1291272,2128962,2397066,2602929,2626149,2629503,2.27,21.49,49.09,80.94,91.14,98.96,99.85,99.97
Mauritania,2004,43089,532779,1448762,2428824,2695951,2883108,2921951,2930298,1.47,18.13,49.29,82.63,91.72,98.09,99.41,99.70
Mauritania,2008,36435,390361,1209921,2361214,2889334,3262847,3289595,3294606,1.11,11.84,36.71,71.63,87.66,98.99,99.80,99.95
Mauritania,2014,21109,255148,1030604,2624406,3414563,3870491,3915795,3927473,0.54,6.49,26.22,66.76,86.86,98.46,99.62,99.91
Mauritius,2006,0,3796,35056,281282,598618,1057520,1165299,1200711,0.00,0.31,2.84,22.79,48.51,85.70,94.43,97.30
Mauritius,2012,0,5179,33093,243304,529982,1039148,1160029,1205968,0.00,0.41,2.64,19.37,42.20,82.74,92.37,96.03
Mauritius,2017,0,1585,22596,170954,415232,984325,1147957,1200600,0.00,0.13,1.79,13.52,32.83,77.84,90.78,94.94
Mexico,1984,721209,6176334,18981304,40003682,51972366,67001604,70794163,72290153,0.97,8.31,25.53,53.80,69.90,90.11,95.21,97.23
Mexico,1989,1643718,7457283,19947324,44270014,58229471,74188130,78382536,80179219,2.00,9.05,24.22,53.75,70.69,90.07,95.16,97.34
Mexico,1992,717194,6423851,18133704,41485434,56853940,74998565,80854234,83285648,0.82,7.38,20.83,47.64,65.29,86.13,92.86,95.65
Mexico,1994,1152375,6590851,18422057,42011475,57492314,77439072,83415085,85592462,1.28,7.31,20.43,46.60,63.77,85.89,92.52,94.94
Mexico,1996,5307279,16856707,34038348,58920138,71762289,85980742,89377361,90915515,5.70,18.10,36.54,63.25,77.04,92.31,95.95,97.60
Mexico,1998,2637031,12394420,26695718,53018765,68702602,86132332,91532619,93578688,2.75,12.90,27.79,55.20,71.52,89.67,95.29,97.42
Mexico,2000,1685481,8825338,21057176,47646372,64149754,85965727,92036301,94657120,1.70,8.92,21.29,48.18,64.86,86.92,93.06,95.71
Mexico,2002,1168324,6699880,19272319,46074765,65561116,87889562,94851253,97335250,1.15,6.59,18.95,45.31,64.47,86.43,93.28,95.72
Mexico,2004,1299126,6219177,16696972,44028821,63878671,88944526,96615399,100061417,1.24,5.95,15.98,42.13,61.12,85.10,92.44,95.74
Mexico,2005,1534036,6937536,17052172,43351905,62918766,89975187,98122714,101351687,1.45,6.54,16.09,40.90,59.35,84.88,92.56,95.61
Mexico,2006,752164,4466328,14101883,39966489,60766505,89925989,98614204,102237024,0.70,4.15,13.11,37.16,56.50,83.61,91.68,95.05
Mexico,2008,1216942,5942115,16059382,41866529,62118643,91665788,101343679,105192961,1.10,5.36,14.49,37.78,56.06,82.72,91.45,94.93
Mexico,2010,1049427,5155153,14557930,43453384,66358842,96575862,105549256,109187293,0.92,4.52,12.76,38.09,58.16,84.65,92.51,95.70
Mexico,2012,838239,4503203,14354769,41534429,64956279,97419637,106783403,110812935,0.71,3.84,12.24,35.42,55.39,83.07,91.05,94.49
Mexico,2014,683686,4469402,14455576,46094393,71379690,102469542,111208114,114878805,0.57,3.71,12.01,38.30,59.31,85.14,92.40,95.45
Mexico,2016,566537,3965058,13209466,41416158,66550885,101453548,112650393,116905142,0.46,3.21,10.71,33.58,53.96,82.26,91.34,94.79
Mexico,2018,464233,3318036,11814782,39191777,65104444,103153222,115111976,119855139,0.37,2.63,9.36,31.06,51.59,81.74,91.22,94.98
Mexico,2020,704525,3996922,12807527,41964324,67750559,106596986,118363035,122969790,0.55,3.10,9.93,32.55,52.55,82.68,91.80,95.38
Micronesia (country),2005,426,9085,28719,63407,82176,99789,103597,105196,0.40,8.56,27.06,59.74,77.43,94.02,97.61,99.12
Micronesia (country),2013,4426,16978,43079,79251,93670,104155,105380,105754,4.18,16.03,40.67,74.82,88.43,98.33,99.49,99.84
Micronesia (country) - urban,2000,5941,10420,14448,18794,20835,22967,23496,23712,24.77,43.45,60.24,78.36,86.87,95.76,97.96,98.87
Middle East and North Africa,1990,690295,13999313,58590687,140998254,182448847,218412514,224540990,226359894,0.30,6.14,25.69,61.82,80.00,95.77,98.45,99.25
Middle East and North Africa,1991,657740,16046838,67711146,152117526,190034650,223504511,230059385,232040063,0.28,6.86,28.94,65.01,81.21,95.52,98.32,99.16
Middle East and North Africa,1992,505482,13381707,64389128,152910142,192814296,227860088,235138727,237497751,0.21,5.58,26.85,63.76,80.40,95.02,98.05,99.03
Middle East and North Africa,1993,469196,12518834,62757091,154760568,196448977,232857741,240463618,242980476,0.19,5.10,25.56,63.04,80.02,94.85,97.95,98.97
Middle East and North Africa,1994,421136,12180331,63929357,158945700,201347791,238425729,246087130,248629101,0.17,4.85,25.47,63.31,80.20,94.97,98.02,99.04
