COUNTRY,ID,Neighbourhood,Government,Scientist,Journalist,Doctor and Nurses,Philantropist,Traditional Healers
United States,111484119,1,2,1,1,1,1,2
United States,115776013,99,2,1,1,1,2,99
United States,196347003,2,3,2,3,2,2,2
United States,160993005,1,1,1,4,1,2,2
United States,206484301,1,2,1,4,1,3,2
United States,121132241,1,1,1,3,1,3,1
United States,167110207,1,1,1,3,1,2,99
United States,171276170,1,4,1,1,1,1,2
United States,158639425,2,2,2,2,2,2,2
United States,119259159,1,2,2,4,2,2,1
United States,176648717,2,2,2,4,1,1,2
United States,196405284,1,4,2,4,2,3,2
United States,161484963,2,3,1,2,2,2,4
United States,151888823,1,2,2,3,1,2,2
United States,122215214,2,2,99,99,2,2,1
United States,180463346,1,3,1,4,2,2,3
United States,195356361,2,4,2,2,1,1,4
United States,141204189,2,4,1,4,1,2,2
United States,200957579,1,2,1,2,1,3,2
United States,209174721,1,4,2,1,1,4,4
United States,177508428,1,1,2,2,1,2,2
United States,199785611,2,4,1,1,1,2,3
United States,187394483,1,2,3,3,1,2,2
United States,171283116,2,2,2,4,1,2,4
United States,143431246,1,2,2,3,1,2,2
United States,115090814,2,2,99,4,2,2,1
United States,167928417,1,2,2,4,2,2,4
United States,152096731,1,2,2,2,1,2,3
United States,197024500,1,4,1,2,1,1,2
United States,129815503,1,2,2,4,1,3,99
United States,165521888,1,2,2,3,2,2,2
United States,114907804,2,2,2,3,2,2,2
United States,141557743,1,1,1,2,1,1,2
United States,191157037,2,1,1,4,1,2,2
United States,127564404,1,2,1,2,2,2,2
United States,131057477,2,2,1,1,1,1,1
United States,126634647,2,2,3,2,2,2,2
United States,151748374,2,3,1,3,3,2,2
United States,172376952,2,3,1,1,1,1,2
United States,194815520,2,3,2,2,2,2,3
United States,112596526,1,2,1,3,1,2,4
United States,170200097,1,1,1,1,1,1,2
United States,141693167,1,1,1,2,1,2,1
United States,178208151,1,2,1,3,2,2,2
United States,111462810,1,1,1,3,2,2,4
United States,179962147,1,3,1,2,1,1,3
United States,127398726,1,4,1,1,1,1,3
United States,200261784,2,3,3,4,2,3,1
United States,126220595,2,4,3,3,2,2,2
United States,140036209,2,1,2,4,2,2,2
United States,200736213,3,4,1,3,1,1,3
United States,168811758,1,4,3,3,1,2,1
United States,206186099,1,1,1,1,1,3,1
United States,192247588,2,4,1,1,1,2,2
United States,137068043,1,2,1,3,1,2,2
United States,170212068,1,4,2,4,2,2,2
United States,138899317,1,4,2,2,1,2,2
United States,122843094,2,2,1,4,1,2,2
United States,203120592,2,3,1,2,1,2,2
United States,181748968,1,1,1,4,2,2,2
United States,192696016,3,2,2,3,1,3,3
United States,152211182,1,3,2,3,1,2,3
United States,167535554,1,2,1,2,1,2,2
United States,119773961,1,2,1,3,1,2,2
United States,143356696,4,2,2,2,1,2,2
United States,191645366,2,2,2,4,2,3,2
United States,207421758,1,2,2,3,1,2,2
United States,171472777,1,2,2,3,1,1,2
United States,136203128,2,99,2,4,2,2,99
United States,200540071,1,1,1,2,1,2,1
United States,118218334,1,2,1,2,1,2,2
United States,116956473,1,2,2,4,2,2,2
United States,140948227,2,99,1,2,1,2,3
United States,125296445,1,4,4,4,2,4,4
United States,144924943,2,4,2,2,2,2,2
United States,112409814,2,2,1,2,1,2,2
United States,194816212,4,2,2,2,1,4,1
United States,186764823,1,4,1,1,1,1,2
United States,171403898,1,3,1,2,1,1,2
United States,204728853,1,2,1,2,1,1,3
United States,195046115,3,2,1,3,1,2,3
United States,183010324,1,2,2,1,2,2,2
United States,195462721,1,4,1,1,1,1,2
United States,180413067,1,2,2,4,1,2,2
United States,142243986,2,2,1,2,1,1,2
United States,120934394,1,4,1,3,1,1,2
United States,164988424,2,2,2,3,1,2,2
United States,118588879,2,2,1,4,1,1,1
United States,139793027,2,2,1,3,1,1,2
United States,198908436,2,3,1,1,1,1,2
United States,147038192,2,4,2,3,2,2,3
United States,158126051,2,4,1,2,1,1,1
United States,168768550,1,2,1,2,1,2,1
United States,122221576,1,3,1,4,1,99,4
United States,131578486,3,2,2,3,2,3,2
United States,204799526,1,2,2,4,3,3,2
United States,155600667,2,2,2,2,2,2,1
United States,165948059,2,2,2,4,2,2,2
United States,199427521,3,2,2,3,1,2,3
United States,121889031,1,2,1,2,1,1,2
United States,129344316,2,2,1,1,1,1,4
United States,203367761,1,3,1,2,1,2,4
United States,177949403,1,2,1,3,1,1,1
United States,129596228,1,2,4,4,2,2,1
United States,174993184,1,1,2,3,1,2,3
United States,206184135,2,2,2,4,2,2,2
United States,210234950,2,2,2,2,2,2,3
United States,116096639,2,3,2,2,2,2,2
United States,202624143,1,4,2,2,1,2,4
United States,117026739,1,2,1,3,1,1,3
United States,152496955,2,3,2,3,1,2,2
United States,207114532,2,1,1,2,1,2,2
United States,139015455,1,1,2,99,3,1,2
United States,111285783,1,2,2,4,1,1,2
United States,117901161,3,3,1,2,2,1,2
United States,161870013,2,2,1,1,1,1,1
United States,178829205,1,2,2,4,2,2,99
United States,171106485,1,4,2,3,2,3,1
United States,157476525,2,2,2,2,1,1,2
United States,190887051,1,2,1,1,1,2,2
United States,197550773,1,1,2,4,1,2,2
United States,155158409,3,3,1,2,1,2,2
United States,191343474,2,2,1,2,1,1,1
United States,198804001,2,3,1,2,1,2,1
United States,198533757,1,4,2,4,2,2,4
United States,151895127,1,2,1,1,1,2,4
United States,205600726,1,3,1,1,1,2,2
United States,201399449,2,4,1,2,1,2,2
United States,177886730,2,2,2,3,1,2,2
United States,171016108,2,2,1,4,4,2,4
United States,157794758,1,2,1,1,1,1,2
United States,162282210,1,2,2,3,1,2,2
United States,183534684,1,4,1,2,1,2,3
United States,167948551,2,2,2,2,1,1,1
United States,180820280,1,3,2,2,2,2,2
United States,115411532,2,1,2,4,2,1,4
United States,152643355,3,2,1,2,1,2,4
United States,122676764,2,3,1,1,1,1,2
United States,187257796,3,4,2,4,1,2,4
United States,197294682,3,4,1,1,1,2,3
United States,188789164,1,2,1,1,1,99,2
United States,198668398,1,4,1,2,1,1,2
United States,164224314,1,1,2,3,1,2,2
United States,161525216,1,3,1,1,1,1,3
United States,129602316,2,2,2,3,2,2,99
United States,128330276,2,3,1,2,1,1,4
United States,180945916,1,3,1,1,1,1,3
United States,190278435,4,1,1,1,1,1,1
United States,166478032,2,2,2,3,1,2,3
United States,125923247,1,1,1,3,1,1,1
United States,149367747,2,2,2,4,2,2,4
United States,189942826,1,2,2,2,1,1,2
United States,182950762,1,2,2,4,1,2,1
United States,139138032,2,3,1,1,1,1,2
United States,112274789,2,1,1,1,1,2,2
United States,138176249,2,3,1,2,1,2,2
United States,162358760,2,2,1,2,1,2,2
United States,176654320,2,3,1,2,1,1,3
United States,203170811,1,1,2,4,1,2,2
United States,171824812,1,4,1,1,1,2,2
United States,166548578,1,2,1,2,1,2,2
United States,157912273,1,3,1,1,1,1,2
United States,205231532,1,2,1,4,1,4,2
United States,165246856,1,2,1,1,1,2,2
United States,126699056,1,2,2,4,1,2,3
United States,135483225,1,3,3,4,2,2,3
United States,112463691,2,2,1,3,1,2,3
United States,112228572,3,3,3,3,1,3,1
United States,187828698,2,2,1,2,1,2,1
United States,184268918,1,2,2,3,1,4,4
United States,145007866,2,3,1,2,1,2,2
United States,123397462,1,2,2,4,1,2,3
United States,143879645,2,3,2,2,2,2,3
United States,162140643,3,2,1,3,1,1,2
United States,200444069,2,2,1,1,1,1,2
United States,162150874,1,1,1,2,1,1,2
United States,156183455,1,3,3,2,3,3,3
United States,153361388,1,2,2,3,1,2,2
United States,182831076,3,4,2,1,2,2,3
United States,120208123,2,3,1,2,1,1,4
United States,121558140,1,2,2,2,1,2,2
United States,138304983,1,2,1,1,1,2,1
United States,150541345,2,2,1,2,1,2,3
United States,167351297,2,3,1,2,1,2,3
United States,204254192,1,1,1,3,1,1,3
United States,195416631,2,4,2,3,2,3,2
United States,147906733,1,3,1,2,1,1,2
United States,193237309,1,3,1,4,1,3,99
United States,205606467,2,2,2,2,2,2,1
United States,181007746,3,3,3,3,2,2,2
United States,194759790,1,4,1,3,1,1,2
United States,198222550,2,1,2,4,2,1,2
United States,186209526,3,3,1,2,1,2,2
United States,130213954,1,2,1,2,1,2,3
United States,178622299,2,2,1,2,1,1,3
United States,135918721,2,4,2,2,2,2,2
United States,208218464,2,99,1,2,1,1,1
United States,183803993,2,2,1,2,2,2,3
United States,137483640,2,2,2,4,2,2,2
United States,162201771,1,3,3,2,2,1,2
United States,146664697,1,3,1,2,1,2,2
United States,188159682,1,1,2,4,1,2,3
United States,181107156,2,2,1,1,1,1,2
United States,179639905,2,2,1,2,1,1,2
United States,122769936,2,3,3,3,2,2,2
United States,165077832,2,1,1,1,1,1,1
United States,184935615,1,4,2,3,1,2,2
United States,180321686,2,3,2,2,1,2,4
United States,175652083,1,1,1,2,1,1,2
United States,150341283,2,3,2,2,2,2,3
United States,135293256,1,1,1,2,1,1,2
United States,200567756,2,3,2,2,2,2,99
United States,117400566,2,3,1,2,2,2,3
United States,172653068,2,3,2,2,2,3,3
United States,199447894,1,3,2,2,2,1,2
United States,138552663,1,1,2,1,3,3,3
United States,149288894,1,3,1,4,1,1,3
United States,140754237,1,2,1,1,1,1,4
United States,173532707,1,1,2,4,1,2,2
United States,208666133,2,2,2,4,2,2,3
United States,141561960,2,2,1,2,1,2,2
United States,167296801,1,2,2,4,2,2,99
United States,116546583,2,3,2,2,2,2,2
United States,185764008,2,2,2,4,2,2,2
United States,117588124,1,2,1,2,1,2,2
United States,165252947,2,1,1,2,2,1,2
United States,124971851,4,3,2,3,1,2,3
United States,200143949,2,3,1,2,1,2,2
United States,166068532,4,4,2,2,2,3,2
United States,204702781,99,2,2,3,2,2,3
United States,125177725,2,4,1,2,1,1,3
United States,138480435,1,2,2,2,2,2,4
United States,204727885,2,3,2,3,2,2,2
United States,135914071,4,4,2,2,1,2,99
United States,160664887,2,1,1,2,1,1,2
United States,156611997,2,2,2,2,2,2,2
United States,166239906,1,4,1,2,1,2,2
United States,112077013,1,4,2,2,1,2,2
United States,201240477,2,3,1,2,1,1,2
United States,166764896,2,3,2,4,1,99,3
United States,158629174,1,2,1,4,1,1,1
United States,188911448,1,2,2,4,1,2,2
United States,164808444,2,1,2,4,2,2,2
United States,209245456,3,2,2,4,2,3,3
United States,194430002,2,2,2,3,2,3,3
United States,189522581,2,2,2,4,2,2,99
United States,135404228,1,2,2,2,2,2,4
United States,118873854,2,3,2,2,2,2,1
United States,137600725,2,2,2,4,2,2,99
United States,123896324,2,3,2,3,2,2,3
United States,127773579,2,3,1,2,1,1,2
United States,139570658,99,4,1,1,1,3,99
United States,111826785,2,1,1,3,1,2,2
United States,150601217,1,2,2,3,2,2,2
United States,198620642,3,3,1,1,1,1,4
United States,121873271,1,3,1,1,1,1,1
United States,195573970,1,3,1,2,2,2,1
United States,158484670,2,1,1,1,1,99,3
United States,194226108,1,4,1,2,1,2,2
United States,209076193,1,2,1,2,1,1,2
United States,116186168,2,3,2,4,1,2,2
United States,120289443,2,2,1,2,1,99,2
United States,126598850,2,4,2,4,2,4,4
United States,127346146,2,2,2,2,2,2,2
United States,139329246,1,1,1,3,1,3,1
United States,142667759,1,1,1,2,1,1,4
United States,151081410,1,3,1,2,1,1,2
United States,121126351,2,4,2,3,3,2,3
United States,194603063,1,3,1,2,1,2,2
United States,151648651,1,3,1,2,1,1,3
United States,173686707,1,2,1,3,1,2,4
United States,148939595,2,4,2,4,1,2,2
United States,204477902,3,2,2,2,1,2,3
United States,160107782,1,2,1,1,1,1,2
United States,124042964,3,4,2,4,2,4,3
United States,142764390,2,1,1,1,1,1,99
United States,189807819,2,4,1,2,2,2,1
United States,171323681,2,3,1,1,1,1,3
United States,146815234,2,2,1,4,1,1,2
United States,160644457,4,3,2,3,1,2,2
United States,179604484,1,99,1,1,1,1,4
United States,166660811,1,3,1,1,1,1,2
United States,199794510,1,2,2,3,1,1,2
United States,191608743,1,3,2,2,2,2,2
United States,190597256,1,2,2,4,2,3,2
United States,192971892,99,4,99,99,99,99,99
United States,138409804,1,3,2,4,2,1,2
United States,127788517,2,2,1,1,1,1,2
United States,192308060,1,3,1,1,1,1,3
United States,114600367,1,2,1,4,1,1,1
United States,181226839,1,4,2,2,2,2,4
United States,175612297,1,2,2,3,1,1,2
United States,124663959,2,2,3,4,2,2,3
United States,196324331,1,4,1,2,2,1,3
United States,132721341,1,2,1,2,1,1,99
United States,210691778,2,2,2,4,2,2,2
United States,149995082,1,3,1,2,1,2,2
United States,166987114,1,2,2,4,1,2,3
United States,131059471,2,1,2,4,1,2,2
United States,136895600,1,3,1,4,1,2,3
United States,209501595,3,3,1,2,1,1,1
United States,115850849,2,4,1,4,3,3,3
United States,134154249,1,2,3,4,1,2,1
United States,142739641,4,3,1,2,1,4,4
United States,159014420,1,2,1,2,1,2,2
United States,133116678,1,3,3,4,1,3,1
United States,205725851,2,3,2,3,1,2,3
United States,181991776,2,3,2,4,2,3,2
United States,132854218,2,4,4,4,2,2,1
United States,118574054,2,2,2,2,2,4,2
United States,147625683,1,3,1,2,1,2,1
United States,122364564,2,2,1,2,1,2,2
United States,210596767,1,2,2,1,1,1,3
United States,193311153,2,2,2,4,2,2,2
United States,112489321,2,1,2,99,99,99,99
United States,162777660,1,4,2,3,2,1,3
United States,163035222,1,4,1,2,1,2,2
United States,188421365,3,3,1,2,1,1,3
United States,120208688,1,2,2,3,2,2,2
United States,135624758,2,2,1,1,1,2,4
United States,187037516,1,1,1,1,1,1,2
United States,134074332,3,2,1,2,1,2,2
United States,172848797,2,2,1,2,1,1,2
United States,195943424,1,1,2,4,1,2,2
United States,152313478,2,2,1,3,2,3,2
United States,125044815,1,2,2,2,1,2,1
United States,112813598,1,4,2,3,1,2,99
United States,147439506,2,2,2,3,1,2,2
United States,185702882,2,4,1,2,2,2,3
United States,201655061,1,3,2,2,1,2,3
United States,180145980,2,2,1,2,1,2,2
United States,172630361,1,3,1,1,1,2,1
United States,147498205,1,2,3,4,2,1,3
United States,113020467,1,3,2,4,1,2,2
United States,183952221,2,3,2,2,1,2,2
United States,182102690,1,2,1,3,1,1,2
United States,205010035,2,2,1,3,1,2,1
United States,151745079,4,2,2,3,1,2,3
United States,129583089,1,4,1,2,1,1,2
United States,168406090,1,2,1,2,1,2,2
United States,153815482,3,3,1,1,1,1,3
United States,117596626,4,4,1,2,1,2,4
United States,202517925,2,2,2,3,1,2,4
United States,115167542,2,2,2,2,2,2,2
United States,113342656,1,2,1,1,1,1,1
United States,128148381,1,4,2,4,3,2,1
United States,191221991,2,1,1,2,1,2,3
United States,125068191,2,99,1,99,2,99,99
Egypt,115748285,1,4,1,4,1,2,2
Egypt,173062049,2,1,1,2,2,3,3
Egypt,184884235,99,99,99,99,2,1,1
Egypt,140363288,1,1,1,99,2,2,2
Egypt,163708665,4,1,1,4,1,99,1
Egypt,157827335,3,2,2,3,2,2,99
Egypt,210326502,99,99,1,2,99,2,4
Egypt,209802966,4,1,1,1,1,1,1
Egypt,176191951,2,1,1,4,1,2,1
Egypt,112667221,1,4,1,4,1,4,4
Egypt,182827384,1,2,1,1,2,1,3
Egypt,178372021,3,2,2,3,2,3,3
Egypt,127016603,1,3,3,99,2,3,99
Egypt,118807711,4,99,99,99,2,4,2
Egypt,173818448,2,1,1,3,2,3,99
Egypt,147773404,1,99,1,99,1,1,1
Egypt,146225939,2,2,1,3,1,2,3
Egypt,128920558,1,2,2,2,3,1,1
Egypt,195939919,1,2,1,3,1,1,3
Egypt,194412841,1,1,1,2,2,1,3
Egypt,176617226,1,1,1,1,1,1,2
Egypt,158512122,1,1,1,99,1,1,4
Egypt,160055291,1,2,99,99,2,99,2
Egypt,153744761,1,2,99,99,1,2,2
Egypt,177881652,2,1,1,2,2,3,2
Egypt,188472343,2,2,1,4,1,2,2
Egypt,115548649,2,4,2,4,4,2,2
Egypt,202360314,3,1,1,3,1,1,3
Egypt,135446006,2,2,2,3,2,2,3
Egypt,161423665,1,1,1,99,2,2,2
Egypt,139010600,2,3,1,4,1,1,2
Egypt,124555137,2,2,1,1,2,2,4
Egypt,123363567,4,3,1,1,2,1,3
Egypt,164808561,3,1,3,4,2,2,4
Egypt,206919790,2,2,2,99,3,99,1
Egypt,182955964,2,2,99,99,2,99,2
Egypt,193854240,2,2,2,3,3,3,3
Egypt,133464683,1,3,1,3,2,1,2
Egypt,142212989,1,2,1,99,2,3,3
Egypt,153766653,3,1,1,3,2,99,3
Egypt,183324134,1,2,1,2,2,2,4
Egypt,206397645,4,1,1,99,3,1,1
Egypt,157097030,4,4,1,2,2,3,3
Egypt,164741045,2,1,99,99,1,2,2
Egypt,191156231,1,1,1,1,1,1,1
Egypt,156010962,2,2,2,2,2,1,2
Egypt,183885582,1,4,1,99,2,2,3
Egypt,196636485,3,1,1,4,1,99,2
Egypt,170495740,1,3,1,3,1,1,2
Egypt,173122740,2,3,1,4,1,4,3
Egypt,178972425,2,2,2,3,2,2,3
Egypt,142187218,2,2,1,2,2,2,2
Egypt,129131333,2,2,1,3,3,2,2
Egypt,193650795,1,4,1,2,2,2,2
Egypt,113684839,4,2,1,4,2,2,1
Egypt,158001654,4,3,1,3,2,2,3
Egypt,161503366,2,2,1,4,2,2,1
Egypt,127345498,1,1,1,2,2,2,4
Egypt,150219038,3,2,1,2,1,2,2
Egypt,121457960,4,3,3,3,1,4,4
Egypt,208024656,2,1,2,2,2,2,3
Egypt,186939813,2,2,1,2,1,1,2
Egypt,184741693,1,1,1,4,2,3,3
Egypt,142279164,1,99,99,99,2,99,1
Egypt,142334531,2,4,2,2,3,4,4
Egypt,182579714,3,4,1,1,1,1,4
Egypt,129266150,1,1,1,2,1,2,1
Egypt,178470991,2,1,1,2,1,1,2
Egypt,194681761,3,99,1,99,1,1,2
Egypt,179770109,1,1,1,2,2,2,2
Egypt,129386256,2,2,2,99,2,3,2
Egypt,186820735,2,1,4,4,1,2,3
Egypt,129346348,1,1,1,2,2,2,2
Egypt,203569800,2,99,4,2,2,2,1
Egypt,161555370,4,3,1,4,2,2,4
Egypt,184989594,1,1,1,2,1,2,2
Egypt,113644573,3,2,2,3,2,3,2
Egypt,138146311,2,1,3,4,2,99,2
Egypt,179032270,4,99,1,3,3,3,4
Egypt,159117528,1,1,1,1,1,1,2
Egypt,197892367,1,1,1,2,2,3,1
Egypt,175532934,1,1,3,3,1,4,3
Egypt,140813333,2,1,2,4,1,3,1
Egypt,113928631,1,1,1,1,1,1,2
Egypt,133114405,2,2,1,2,1,4,2
Egypt,210339278,4,2,99,2,1,2,1
Egypt,200932270,1,99,99,99,3,99,4
Egypt,205859213,2,2,2,3,1,2,3
Egypt,114513185,1,1,2,99,1,1,2
Egypt,149663625,2,1,1,2,2,99,1
Egypt,148919898,2,2,1,2,2,2,1
Egypt,165719942,2,1,99,99,3,99,2
Egypt,195996859,2,2,2,3,2,2,3
Egypt,181023130,3,2,2,99,2,2,4
Egypt,189048382,4,1,1,2,2,1,1
Egypt,167101167,4,1,99,4,1,1,99
Egypt,167696699,1,2,2,99,2,1,3
Egypt,125331117,2,99,1,99,1,1,2
Egypt,196877231,2,1,1,4,1,2,4
Egypt,209811597,2,1,1,2,4,1,3
Egypt,149621178,1,99,99,99,2,3,1
Egypt,146126558,3,3,1,2,1,1,3
Egypt,203709824,1,1,1,2,1,2,1
Egypt,159490433,1,2,1,3,1,1,4
Egypt,201593978,99,2,2,2,2,2,4
Egypt,162022524,4,2,1,2,2,2,4
Egypt,111771463,2,2,2,2,1,1,2
Egypt,178638703,4,1,3,2,3,3,1
Egypt,135348544,2,2,2,99,4,4,2
Egypt,193765521,2,1,2,2,2,2,4
Egypt,206171600,4,2,1,4,2,2,3
Egypt,137019189,3,2,1,3,1,2,3
Egypt,155275912,1,1,1,1,1,1,1
Egypt,191459843,1,2,2,3,2,2,2
Egypt,189576089,99,1,99,99,99,99,1
Egypt,119207346,1,99,1,99,1,2,2
Egypt,135861015,2,1,1,2,2,2,1
Egypt,180367044,3,2,1,2,2,2,3
Egypt,112966713,1,2,1,4,1,1,2
Egypt,186778469,1,1,1,1,1,2,2
Egypt,169205569,2,2,1,3,1,2,2
Egypt,195360247,2,1,1,2,2,1,2
Egypt,149819511,1,3,1,4,1,1,1
Egypt,161804058,1,1,4,4,1,1,2
Egypt,162669933,2,3,1,4,2,2,3
Egypt,139748966,2,1,2,2,2,2,2
Egypt,167772718,4,4,1,4,1,4,4
Egypt,154194739,2,3,1,4,2,2,2
Egypt,146494856,99,2,2,2,2,2,99
Egypt,119864027,1,2,1,99,2,2,1
Egypt,191519312,3,99,3,3,2,2,3
Egypt,120662317,4,2,2,2,2,2,1
Egypt,166866660,3,1,1,4,2,3,3
Egypt,207689532,1,2,2,2,1,99,2
Egypt,206996735,2,2,2,2,2,2,2
Egypt,114246685,1,2,1,3,2,1,3
Egypt,195553032,3,1,2,3,1,1,2
Egypt,113042062,1,2,1,2,2,1,3
Egypt,145505947,1,1,1,2,2,2,1
Egypt,181467175,2,2,2,3,2,2,2
Egypt,145833396,2,1,1,2,1,1,2
Egypt,132167374,4,1,1,1,1,1,2
Egypt,197525206,4,99,99,99,2,2,2
Egypt,165751195,1,1,1,3,2,2,4
Egypt,117744162,3,2,1,3,1,2,2
Egypt,185937364,2,4,2,4,2,2,2
Egypt,156388486,1,4,2,4,2,3,2
Egypt,184273928,1,2,1,4,1,2,2
Egypt,159073717,3,1,1,99,1,99,3
Egypt,203030309,2,1,1,2,3,2,2
Egypt,186659275,1,1,1,2,1,1,4
Egypt,150644954,1,99,1,3,1,3,3
Egypt,170604953,1,1,1,1,1,1,3
Egypt,133993113,4,2,1,4,2,2,99
Egypt,163666929,2,2,1,2,1,2,2
Egypt,111323940,1,4,1,1,1,4,2
Egypt,179699461,2,2,2,4,2,2,4
Egypt,159435164,2,99,1,99,2,99,2
Egypt,192981501,1,1,1,99,1,1,1
Egypt,210844963,1,1,1,1,1,99,2
Egypt,180302801,3,99,3,99,2,3,3
Egypt,127607881,99,1,1,1,2,1,1
Egypt,201822538,2,2,1,3,1,2,2
Egypt,150191174,1,1,1,2,1,1,99
Egypt,152619203,4,4,1,2,4,4,2
Egypt,183579893,2,2,2,4,2,99,1
Egypt,186660207,1,3,1,4,1,1,2
Egypt,186381645,1,1,1,4,1,4,1
Egypt,147606847,2,99,1,4,2,3,2
Egypt,196759368,99,2,2,2,3,2,1
Egypt,208579474,4,2,4,4,3,3,3
Egypt,192241737,3,3,99,4,3,4,3
Egypt,150155378,2,2,1,4,2,2,2
Egypt,140854697,1,99,1,4,1,1,2
Egypt,160298748,4,1,99,2,3,2,1
Egypt,114058547,4,1,1,2,2,4,3
Egypt,139540949,2,99,2,2,2,2,3
Egypt,127146577,2,2,2,3,2,4,3
Egypt,171098149,1,1,1,3,2,3,2
Egypt,154935644,2,4,1,4,1,2,1
Egypt,154168478,3,3,1,3,2,2,2
